Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,First octet,Second octet,Third octet,Fourth octet,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
tatra-banka.alice.sk,Websupport s.r.o.,4.0,3.0,None,0,5,223,43,29,1,0,0,0,0,0,215859,200,LiteSpeed,3.44,0.35,0.5,0.0,0.05,1,2,0,1,False,12,Singapore,1
columbia-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,37,158,222,2,13,1,0,0,0,0,0,63119,200,Apache,3.75,0.33,0.57,0.0,0.05,2,3,0,1,False,10,United States,1
altrateniskysk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,22,196,245,153,228,1,0,0,0,0,0,41564,200,Apache,3.29,0.29,0.65,0.0,0.0,1,3,0,0,False,9,Slovakia,1
hoodrichsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,82,104,21,32,1,7,0,0,0,0,0,13335,200,cloudflare,3.09,0.23,0.69,0.0,0.0,2,4,0,0,False,6,Canada,1
ivankorcok2024.sk,"WebCreators, s. r. o.",3.0,3.0,Let's Encrypt,39,193,163,77,9,1,1,1,1,1,1,29405,200,nginx,3.57,0.24,0.47,0.24,0.0,1,2,4,0,False,10,Slovakia,1
slovensk.sk,Gransy s.r.o.,4.0,3.0,None,0,46,175,135,11,1,1,0,1,1,1,60592,200,None,2.85,0.18,0.73,0.0,0.0,1,3,0,0,False,2,Czechia,1
dfyneoutlet.sk,NETIM,4.0,3.0,Google Trust Services,38,172,67,180,224,2,0,0,0,0,0,13335,403,cloudflare,3.52,0.36,0.57,0.0,0.0,3,2,0,0,False,8,Canada,1
ocenenie-nehnutelnosti.sk,"ACTIVE 24, s.r.o.",3.0,3.0,Let's Encrypt,37,31,15,10,199,1,1,1,1,0,0,25234,200,nginx,3.4,0.4,0.52,0.0,0.04,2,2,0,1,False,16,Czechia,1
basetoolss.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,81,91,240,20,64,1,1,1,1,0,0,59939,200,nginx,2.93,0.31,0.62,0.0,0.0,2,3,0,0,False,7,The Netherlands,1
anekkesk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,75,104,21,25,243,2,0,0,0,0,0,13335,200,cloudflare,2.37,0.27,0.64,0.0,0.0,1,2,0,0,False,6,Canada,1
adidascena.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,70,196,245,153,246,1,0,0,0,0,0,41564,200,Apache,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,5,Slovakia,1
barboursslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,61,172,67,222,14,2,0,0,0,0,0,13335,200,cloudflare,3.38,0.3,0.65,0.0,0.0,2,4,0,0,False,9,Canada,1
jottbunda.sk,NETIM,4.0,2.0,ZeroSSL,47,165,231,253,42,1,0,0,0,0,0,41564,403,Apache/2,3.42,0.25,0.67,0.0,0.0,1,3,0,0,False,7,India,1
trapstarsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,38,196,242,179,240,1,0,0,0,0,0,58065,200,Apache,2.72,0.15,0.77,0.0,0.0,1,3,0,0,False,7,None,1
engelbertstraussslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,84,172,67,193,21,2,0,0,0,0,0,13335,200,cloudflare,3.54,0.29,0.68,0.0,0.0,2,5,0,0,False,11,Canada,1
trapstarslovakia.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,75,196,196,202,60,1,0,0,0,0,0,58065,200,Apache,3.26,0.32,0.63,0.0,0.0,2,3,0,0,False,9,Finland,1
lowa-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,42,165,231,180,89,1,0,0,0,0,0,58065,200,Apache,2.92,0.2,0.6,0.0,0.1,1,2,0,1,False,5,None,1
marcjacobssk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,62,196,245,158,188,1,0,0,0,0,0,58065,200,Apache,3.19,0.2,0.73,0.0,0.0,1,4,0,0,False,9,Romania,1
lornajaneoutlet.sk,NETIM,4.0,3.0,Let's Encrypt,54,165,231,198,9,1,0,0,0,0,0,58065,403,Apache/2,3.5,0.39,0.56,0.0,0.0,3,2,0,0,False,9,Estonia,1
altratopanky.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,75,196,244,195,170,1,0,0,0,0,0,41564,200,Apache,3.32,0.33,0.6,0.0,0.0,1,3,0,0,False,7,Singapore,1
merrelleshopsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,53,196,245,153,216,1,0,0,0,0,0,41564,200,Apache,3.18,0.24,0.71,0.0,0.0,1,3,0,0,False,6,Slovakia,1
ralphlaurenvypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,87,196,245,153,236,1,0,0,0,0,0,41564,200,Apache,3.75,0.32,0.64,0.0,0.0,2,4,0,0,False,14,Slovakia,1
eventspace.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,0,31,15,10,191,1,0,0,1,0,0,25234,200,nginx,3.18,0.31,0.62,0.0,0.0,1,4,0,0,False,7,Czechia,1
dobryznalec.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,85,31,15,10,69,1,1,1,1,0,0,25234,200,nginx,3.81,0.29,0.64,0.0,0.0,1,2,0,0,False,8,Czechia,1
nine-west.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,52,165,231,64,7,1,0,0,0,0,0,48950,200,Apache,3.08,0.25,0.58,0.0,0.08,1,2,0,1,False,5,Germany,1
nobulltenisky.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,80,172,67,189,233,2,0,0,0,0,0,13335,200,cloudflare,3.5,0.31,0.62,0.0,0.0,1,3,0,0,False,9,Canada,1
hoglslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,44,165,231,64,17,1,0,0,0,0,0,48950,200,Apache,3.16,0.25,0.69,0.0,0.0,1,4,0,0,False,5,Germany,1
123company.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,62,104,21,13,145,2,0,0,0,0,0,13335,404,cloudflare,3.7,0.23,0.46,0.23,0.0,1,2,3,0,False,8,Canada,1
obuvgaboreshop.sk,Gransy s.r.o.,3.0,3.0,"cPanel, LLC",0,196,196,12,144,1,0,0,0,0,0,63119,200,Apache,3.57,0.35,0.59,0.0,0.0,1,2,0,0,False,9,Poland,1
ellesseslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,64,104,21,72,200,2,0,0,0,0,0,13335,403,cloudflare,2.76,0.32,0.63,0.0,0.0,1,3,0,0,False,8,Canada,1
newbalanceslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,77,104,21,30,207,2,0,0,0,0,0,13335,200,cloudflare,3.45,0.32,0.64,0.0,0.0,1,3,0,0,False,10,Canada,1
kabelkypenazenky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,76,185,175,85,74,1,1,1,1,0,0,44984,200,Apache,3.26,0.37,0.58,0.0,0.0,1,2,0,0,False,11,None,1
michaelkorskabelka.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,75,196,247,56,39,1,0,0,0,0,0,41564,200,Apache,3.5,0.33,0.62,0.0,0.0,2,3,0,0,False,12,Canada,1
sikulio.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,36,77,78,104,3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),2.72,0.4,0.5,0.0,0.0,2,2,0,0,False,5,Czechia,1
thenorthfaceslovensko.sk,Key-Systems GmbH,4.0,3.0,Let's Encrypt,72,196,196,38,20,1,0,0,0,0,0,58065,200,Apache,3.66,0.29,0.67,0.0,0.0,1,4,0,0,False,11,France,1
newbalancefootball.sk,Corporation Service Company (DBS) GmbH,4.0,1.0,None,0,23,77,97,140,1,1,0,1,0,0,20940,0,None,3.56,0.33,0.62,0.0,0.0,2,2,0,0,False,9,Japan,1
