Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,First octet,Second octet,Third octet,Fourth octet,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
pocar.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,53,88,198,209,235,1,1,1,1,0,0,24940,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Germany,0
raca.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,71,85,248,130,135,1,1,1,1,0,0,5578,200,Apache,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,4,Slovakia,0
rimavskasobota.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.29,0.35,0.59,0.0,0.0,1,3,0,0,False,9,Slovakia,0
bachledka.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,86,49,13,218,229,1,1,1,1,0,1,24940,200,nginx,3.25,0.25,0.67,0.0,0.0,1,3,0,0,False,1,Germany,0
tkl.sk,"KÚPELE LUČIVNÁ, a.s.",4.0,3.0,Let's Encrypt,65,37,9,175,132,1,1,1,1,0,0,51013,200,openresty,2.25,0.0,0.83,0.0,0.0,0,3,0,0,False,1,Slovakia,0
jarovce.sk,open systems s.r.o.,4.0,3.0,None,0,195,168,11,133,1,1,1,1,0,1,5578,200,Apache/2.2.11 (Win32) PHP/5.2.9-2,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,4,Slovakia,0
mestokrasno.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,16,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,3.18,0.29,0.64,0.0,0.0,1,2,0,0,False,8,Slovakia,0
kamenarstvo-kliestik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,74,37,9,174,74,1,1,1,1,0,0,51013,200,nginx,3.62,0.3,0.61,0.0,0.04,2,4,0,1,False,1,Slovakia,0
filakovo.sk,"WebHouse, s.r.o.",4.0,3.0,None,42,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.1,0.36,0.55,0.0,0.0,1,2,0,0,False,5,Slovakia,0
jelsava.sk,"WEBY GROUP, s.r.o.",4.0,1.0,Let's Encrypt,45,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
p7.sk,"Slovak Telekom, a.s.",4.0,3.0,None,0,81,2,195,137,1,0,0,1,0,0,24806,200,cloudflare,2.32,0.0,0.6,0.2,0.0,0,2,1,0,False,3,Czechia,0
drajv.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,43,185,110,51,54,1,1,1,1,0,1,47544,200,LiteSpeed,3.0,0.12,0.75,0.0,0.0,1,2,0,0,False,1,Poland,0
andreashop.sk,"epix media, s.r.o.",4.0,3.0,DigiCert Inc,110,185,59,208,120,1,1,1,1,1,1,43541,200,nginx,3.39,0.31,0.62,0.0,0.0,2,3,0,0,False,1,Czechia,0
hotelcentral.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,57,3,71,253,221,2,1,1,1,0,1,16509,200,openresty,3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,6,Germany,0
stolna.sk,"CS WEB, s.r.o.",4.0,1.0,None,68,95,105,255,176,1,0,0,0,0,0,15962,200,Apache,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
cicmany-ski.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,35,212,57,32,77,1,1,1,1,1,1,48689,200,Microsoft-IIS/10.0,3.24,0.29,0.57,0.0,0.07,1,2,0,1,False,1,Slovakia,0
digitalne.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,31,37,9,175,188,1,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelavalanche.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,69,185,59,211,127,1,1,1,1,0,0,43541,200,nginx,3.45,0.35,0.59,0.0,0.0,1,3,0,0,False,1,Czechia,0
autoskolatymczak.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,36,195,181,248,21,1,1,1,1,1,1,48689,200,nginx,3.43,0.37,0.58,0.0,0.0,2,3,0,0,False,1,Slovakia,0
skitmg.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,66,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,2.73,0.11,0.78,0.0,0.0,1,3,0,0,False,1,Slovakia,0
nitra.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,244,194,160,215,35,1,1,1,1,0,1,2607,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
martinus.sk,"Webglobe, a.s.",4.0,3.0,Sectigo Limited,372,185,59,210,26,1,1,1,1,0,1,43541,200,nginx,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Czechia,0
medzev.sk,"INTERNET CZ, a.s.",4.0,2.0,Let's Encrypt,80,88,86,102,6,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,5,Czechia,0
hoteljelenpezinok.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,35,37,9,175,156,1,1,1,1,0,0,51013,200,openresty,3.52,0.35,0.6,0.0,0.0,1,2,0,0,False,9,Slovakia,0
hotelmaj.sk,"ELBIA, s. r. o.",4.0,2.0,Let's Encrypt,31,109,74,156,3,1,1,1,1,0,1,29405,200,RANDOM,3.46,0.27,0.64,0.0,0.0,1,2,0,0,False,5,Slovakia,0
skinizna.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,76,86,110,243,41,1,1,1,1,0,1,29405,200,Apache,2.73,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Slovakia,0
bratislava-rusovce.sk,Marián Butowski,4.0,3.0,Let's Encrypt,84,46,229,239,231,1,1,1,1,0,0,29405,200,nginx,3.75,0.33,0.57,0.0,0.05,1,2,0,1,False,13,Slovakia,0
palacehotelpolom.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,54,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,3.43,0.37,0.58,0.0,0.0,1,2,0,0,False,10,Slovakia,0
penzionkorytnacka.sk,"DSI DATA, a. s.",4.0,3.0,Let's Encrypt,83,80,87,208,139,1,1,1,1,0,0,35328,200,Apache,3.65,0.35,0.6,0.0,0.0,2,2,0,0,False,11,Slovakia,0
oczemplin.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,44,46,28,107,238,1,1,1,1,0,1,197019,200,Apache,3.58,0.25,0.67,0.0,0.0,1,3,0,0,False,1,Czechia,0
kupele-bj.sk,"WebHouse, s.r.o.",4.0,3.0,"DigiCert, Inc.",228,86,110,243,31,1,1,1,1,0,1,29405,200,Apache,3.25,0.25,0.58,0.0,0.08,1,2,0,1,False,1,Slovakia,0
hotelzemplin.sk,INVER spol. s r.o.,4.0,3.0,Let's Encrypt,88,65,21,124,23,1,1,1,1,0,0,24940,200,Apache,3.64,0.27,0.67,0.0,0.0,1,3,0,0,False,5,Finland,0
eautoskola.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,83,193,163,77,159,1,1,1,1,1,1,29405,200,nginx,3.09,0.46,0.46,0.0,0.0,3,2,0,0,False,1,Slovakia,0
topolcany.sk,"WEBY GROUP, s.r.o.",4.0,1.0,Let's Encrypt,70,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Slovakia,0
fran.sk,ZONER s.r.o.,4.0,2.0,Let's Encrypt,84,31,15,10,97,1,0,0,1,0,0,25234,200,nginx,2.81,0.14,0.71,0.0,0.0,1,2,0,0,False,1,Czechia,0
101drogeria.sk,Websupport s.r.o.,3.0,1.0,Let's Encrypt,59,37,9,175,195,1,1,1,1,0,0,51013,200,openresty,3.52,0.29,0.43,0.21,0.0,2,2,3,0,False,1,Slovakia,0
samorin.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,30,86,110,243,36,1,1,1,1,0,1,29405,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
stanisovska.sk,"CS WEB, s.r.o.",4.0,1.0,Let's Encrypt,83,95,105,255,176,1,0,0,0,0,0,15962,200,Apache,2.95,0.29,0.64,0.0,0.0,1,3,0,0,False,1,Slovakia,0
hotelarena.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,60,37,9,175,157,1,1,1,1,0,0,51013,200,openresty,3.39,0.38,0.54,0.0,0.0,1,2,0,0,False,4,Slovakia,0
renner.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,21,92,240,253,18,1,1,1,1,0,0,29405,200,None,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelsmokovec.sk,"MYSTERY MACHINE, s.r.o.",4.0,3.0,None,0,46,4,84,171,1,1,1,1,1,1,24940,200,Apache/2,3.33,0.31,0.62,0.0,0.0,1,3,0,0,False,1,Germany,0
ziarce.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,82,86,110,243,226,1,1,1,1,0,1,29405,200,Apache,3.17,0.33,0.56,0.0,0.0,2,2,0,0,False,1,Slovakia,0
vivobarefoot.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,72,217,16,182,4,3,1,1,1,0,0,43541,200,BunnyCDN-SK1-721,3.46,0.4,0.53,0.0,0.0,2,2,0,0,False,1,Czechia,0
kubinska.sk,"DSI DATA, a. s.",4.0,3.0,Let's Encrypt,83,37,9,175,156,1,1,1,1,0,1,51013,200,openresty,2.85,0.27,0.64,0.0,0.0,1,3,0,0,False,1,Slovakia,0
kubasok.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,55,37,9,175,131,1,1,1,1,0,0,51013,200,openresty,2.65,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelset.sk,"STZ Marketing, s. r.o.",4.0,2.0,Let's Encrypt,29,37,9,175,131,1,1,1,1,0,1,51013,200,openresty,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hnonline.sk,Websupport s.r.o.,4.0,2.0,Google Trust Services,74,172,67,170,191,2,1,1,1,0,0,13335,200,cloudflare,3.03,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Canada,0
arkada.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,30,217,67,30,61,1,1,1,1,1,1,5578,200,nginx,2.42,0.33,0.56,0.0,0.0,1,2,0,0,False,4,Slovakia,0
bojvin.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,38,37,9,175,181,1,1,1,1,0,0,51013,200,openresty,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Slovakia,0
trend.sk,News and Media Holding a.s.,4.0,3.0,Let's Encrypt,87,165,22,79,77,1,1,1,1,0,0,14061,200,cloudflare,3.0,0.12,0.75,0.0,0.0,1,2,0,0,False,1,Germany,0
whotel.sk,Costrar EOOD,3.0,3.0,Let's Encrypt,32,103,224,212,104,1,1,1,1,1,1,133618,200,None,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,5,Australia,0
hotelalexandra.sk,"ACOMPUTER, s. r. o.",4.0,3.0,None,75,185,218,31,227,1,0,0,1,0,0,31117,200,openresty,3.57,0.35,0.59,0.0,0.0,1,3,0,0,False,7,Slovakia,0
turany.sk,"WEBY GROUP, s.r.o.",4.0,2.0,Let's Encrypt,44,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,4,Slovakia,0
interez.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,83,172,67,75,249,3,1,1,1,0,1,13335,200,cloudflare,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Canada,0
forbes.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Google Trust Services,40,104,26,1,241,3,1,1,1,0,1,13335,403,cloudflare,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Canada,0
panorama.sk,Bc. Branislav Bibel,4.0,3.0,Let's Encrypt,55,139,59,131,69,1,1,0,1,0,0,14061,200,Apache/2.4.18 (Ubuntu),3.03,0.36,0.55,0.0,0.0,1,2,0,0,False,1,Germany,0
danubiagate.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,DigiCert Inc,104,92,240,253,107,1,1,1,1,0,0,29405,200,None,3.47,0.43,0.5,0.0,0.0,2,2,0,0,False,1,Slovakia,0
kosice-dh.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,73,46,28,107,241,1,1,1,1,0,0,197019,200,Apache,3.25,0.25,0.58,0.0,0.08,1,2,0,1,False,6,Czechia,0
bazos.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,36,88,86,119,241,1,1,1,1,0,1,39392,200,nginx,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Czechia,0
bratislava.sk,Hlavné mesto Slovenskej republiky Bratislava,4.0,2.0,Let's Encrypt,72,104,26,7,233,3,1,1,1,0,1,13335,200,cloudflare,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,7,Canada,0
skikraliky.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,52,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,2.78,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelelizabeth.sk,DELNET s.r.o.,4.0,3.0,Google Trust Services,76,104,21,16,1,7,1,1,1,0,1,13335,200,cloudflare,3.45,0.35,0.59,0.0,0.0,1,2,0,0,False,1,Canada,0
hotel-west.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,55,46,229,237,100,1,1,1,1,0,1,29405,200,RANDOM,3.24,0.23,0.62,0.0,0.08,1,2,0,1,False,1,Slovakia,0
decathlon.sk,Corporation Service Company (DBS) GmbH,4.0,3.0,Google Trust Services,85,104,18,13,143,2,1,1,1,0,0,13335,403,cloudflare,3.58,0.25,0.67,0.0,0.0,1,3,0,0,False,0,Canada,0
hotelclavis.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,85,31,15,10,184,1,1,1,1,0,0,25234,200,nginx,3.52,0.29,0.64,0.0,0.0,1,3,0,0,False,6,Czechia,0
sliac.sk,THR Systems a.s.,4.0,1.0,Let's Encrypt,82,51,91,81,147,1,1,1,1,0,0,16276,200,None,2.75,0.25,0.62,0.0,0.0,2,2,0,0,False,4,France,0
kremnica.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,77,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,3,Slovakia,0
domacaudiaren.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,220,185,129,138,202,1,1,0,1,0,1,24806,200,aruba-proxy,3.58,0.44,0.5,0.0,0.0,2,2,0,0,False,1,Czechia,0
hotel-karpatia.sk,"INTERNET CZ, a.s.",4.0,1.0,DigiCert Inc,61,85,248,250,10,1,1,1,1,0,0,5578,200,Apache,3.57,0.35,0.53,0.0,0.06,2,2,0,1,False,6,Slovakia,0
baronka.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,17,195,181,249,10,1,1,1,1,1,1,48689,200,nginx,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,4,Slovakia,0
strazske.sk,"PROGRESS SYSTEMS, s.r.o.",4.0,3.0,Let's Encrypt,55,37,9,175,180,1,1,1,1,0,0,51013,200,openresty,2.85,0.18,0.73,0.0,0.0,1,3,0,0,False,6,Slovakia,0
sk-cert.sk,Národná agentúra pre sieťové a elektronické služby,4.0,3.0,Google Trust Services,32,172,67,134,69,2,1,1,1,0,1,13335,200,cloudflare,2.92,0.1,0.7,0.0,0.1,1,2,0,1,False,1,Canada,0
kosicejuh.sk,Websupport s.r.o.,4.0,3.0,None,0,37,9,175,181,1,1,1,1,0,0,51013,0,None,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Slovakia,0
skicertovica.sk,"Webglobe, a.s.",4.0,4.0,None,109,212,89,224,72,1,1,1,1,0,1,12508,200,Apache,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
profesia.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,6,130,211,22,61,1,1,1,1,0,1,396982,200,Apache,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,1,United States,0
hotelhavrania.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,46,37,9,174,74,1,1,1,1,0,0,51013,200,nginx,3.58,0.38,0.56,0.0,0.0,2,2,0,0,False,1,Slovakia,0
brezova.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,64,88,86,102,11,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Czechia,0
bytca.sk,"Slovanet, a. s.",4.0,3.0,Let's Encrypt,46,46,229,239,41,1,1,1,1,0,1,29405,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
kupeledudince.sk,"Webglobe, a.s.",4.0,1.0,DigiCert Inc,209,212,57,32,128,1,1,1,1,1,1,48689,200,nginx,3.33,0.38,0.56,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelmalina.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,5,92,240,253,3,1,1,1,1,0,0,29405,200,None,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotel-centrum.sk,Websupport s.r.o.,4.0,4.0,Let's Encrypt,50,37,9,175,187,1,1,1,1,0,0,51013,200,openresty,3.75,0.25,0.62,0.0,0.06,1,3,0,1,False,6,Slovakia,0
palacearthotel.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,25,217,67,31,32,1,1,1,1,1,1,5578,200,nginx,3.45,0.35,0.59,0.0,0.0,2,3,0,0,False,7,Slovakia,0
nemsova.sk,"Netropolis, s.r.o.",4.0,3.0,Let's Encrypt,39,217,67,28,19,1,1,1,1,0,0,5578,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
spa.sk,"INTERNET CZ, a.s.",4.0,4.0,Let's Encrypt,78,81,2,194,241,1,1,1,1,0,0,24806,200,Apache,2.25,0.17,0.67,0.0,0.0,1,2,0,0,False,1,Czechia,0
handlova.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,86,116,202,184,199,1,1,1,1,0,1,24940,200,nginx,3.28,0.27,0.64,0.0,0.0,1,3,0,0,False,6,Germany,0
ocoptima.sk,ANTIK Telecom s.r.o.,4.0,3.0,Let's Encrypt,69,88,212,10,20,1,1,1,1,0,0,42841,200,Apache,3.28,0.36,0.55,0.0,0.0,1,2,0,0,False,1,Slovakia,0
liptovskyhradok.sk,"Fibris, s. r. o.",4.0,4.0,Let's Encrypt,44,82,119,224,201,1,1,0,1,0,0,5578,200,Apache,3.68,0.28,0.67,0.0,0.0,1,3,0,0,False,10,Slovakia,0
abchotel.sk,"WEDOS Internet, a.s.",4.0,2.0,None,0,89,221,213,77,1,0,0,1,0,0,197019,200,ATS,3.46,0.27,0.64,0.0,0.0,1,3,0,0,False,5,Czechia,0
starting.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,26,92,240,253,14,1,1,1,1,0,0,29405,200,None,3.1,0.18,0.73,0.0,0.0,1,2,0,0,False,1,Slovakia,0
oresnica.sk,"ACOMPUTER, s. r. o.",4.0,2.0,None,75,185,218,31,227,1,0,0,1,0,0,31117,200,openresty,3.28,0.36,0.55,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelkormoran.sk,"BACKBONE, s.r.o.",4.0,1.0,Let's Encrypt,19,62,197,233,140,1,1,1,1,0,0,5578,200,None,3.45,0.31,0.62,0.0,0.0,1,2,0,0,False,6,Slovakia,0
okay.sk,"INTERNET CZ, a.s.",4.0,3.0,Google Trust Services,36,23,227,38,65,1,1,1,1,0,1,13335,200,cloudflare,2.52,0.43,0.43,0.0,0.0,2,2,0,0,False,1,Canada,0
hotelacko.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,72,193,163,77,10,1,1,1,1,1,1,29405,403,LiteSpeed,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelthermal.sk,Smartweb s.r.o.,4.0,3.0,Let's Encrypt,38,37,9,175,156,3,1,1,1,1,0,51013,200,openresty,3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,6,Slovakia,0
zadania-seminarky.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,20,89,221,218,111,1,1,1,1,0,0,197019,200,nginx,3.52,0.4,0.5,0.0,0.05,2,2,0,1,False,1,Czechia,0
barbakan-trnava.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,None,0,92,240,253,223,1,1,1,1,0,0,29405,200,None,3.08,0.28,0.61,0.0,0.06,1,3,0,1,False,11,Slovakia,0
revuca.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,45,82,119,224,201,1,1,1,1,0,1,5578,200,Apache,3.17,0.33,0.56,0.0,0.0,1,2,0,0,False,3,Slovakia,0
hoteltevel.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,54,92,240,253,41,1,1,1,1,0,0,29405,200,None,3.03,0.31,0.62,0.0,0.0,1,2,0,0,False,5,Slovakia,0
hotelbratislava.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,46,37,9,175,157,1,1,1,1,0,1,51013,200,openresty,3.57,0.33,0.61,0.0,0.0,1,3,0,0,False,7,Slovakia,0
hoteleden.sk,KIOS a.s.,4.0,3.0,None,55,37,9,175,180,1,1,1,1,0,0,51013,200,openresty,3.19,0.33,0.58,0.0,0.0,1,2,0,0,False,5,Slovakia,0
skrz.sk,"Webglobe, a.s.",4.0,3.0,None,0,138,201,24,148,1,0,0,1,0,0,24940,0,None,2.24,0.0,0.86,0.0,0.0,0,4,0,0,False,1,Germany,0
ocmax.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,88,37,9,175,155,1,1,1,1,0,1,51013,200,openresty,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelpeklo.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,54,213,133,104,23,1,1,1,1,1,1,24940,200,Apache,3.09,0.31,0.62,0.0,0.0,1,2,0,0,False,4,Germany,0
hotelturiec.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,32,37,9,175,181,1,1,1,1,0,0,51013,200,openresty,3.52,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Slovakia,0
marinakovacova.sk,"WebHouse, s.r.o.",4.0,2.0,Let's Encrypt,74,86,110,243,241,1,1,1,1,1,1,29405,200,Apache,3.26,0.41,0.53,0.0,0.0,1,2,0,0,False,1,Slovakia,0
tvav.sk,"Webglobe, s.r.o.",4.0,3.0,None,0,62,168,118,227,1,1,1,1,0,1,5578,200,Microsoft-IIS/10.0,2.52,0.14,0.71,0.0,0.0,1,2,0,0,False,1,Slovakia,0
vavakademy.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,40,37,9,175,188,1,1,1,1,0,0,51013,200,openresty,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,1,Slovakia,0
atriumhotel.sk,EuroNET Slovakia s.r.o.,4.0,3.0,Let's Encrypt,35,85,239,227,30,1,1,1,1,0,1,15685,200,Apache,3.66,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Czechia,0
kupelekovacova.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,Let's Encrypt,58,37,9,175,197,1,1,1,1,0,0,51013,200,openresty,3.34,0.41,0.53,0.0,0.0,1,2,0,0,False,1,Slovakia,0
rosethotel.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,54,37,9,175,188,1,1,1,1,0,0,51013,200,openresty,3.09,0.31,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
topky.sk,"Zoznam, s.r.o.",4.0,3.0,Sectigo Limited,263,213,81,185,100,1,1,1,1,0,0,6855,200,cloudflare,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelrocakosice.sk,"ALKA SK, s.r.o.",4.0,1.0,Sectigo Limited,78,46,28,107,96,1,1,1,1,1,1,197019,200,Apache,3.46,0.39,0.56,0.0,0.0,1,2,0,0,False,7,Czechia,0
uvzsr.sk,"Slovanet, a. s.",4.0,2.0,DigiCert Inc,29,141,147,12,210,1,1,1,1,0,1,31898,0,None,2.75,0.12,0.75,0.0,0.0,1,4,0,0,False,1,Germany,0
hotelerb.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,31,37,9,175,131,1,1,1,1,0,0,51013,200,openresty,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,4,Slovakia,0
dolnybadin.sk,"INTERNET CZ, a.s.",4.0,2.0,Let's Encrypt,79,88,86,102,5,1,1,1,1,0,1,39392,200,Microsoft-IIS/8.5,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Czechia,0
kupele-skleneteplice.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,303,37,9,175,155,1,1,1,1,0,1,51013,200,openresty,3.26,0.35,0.57,0.0,0.04,1,3,0,1,False,1,Slovakia,0
skisachticky.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,67,195,181,248,20,1,1,1,1,1,1,48689,200,nginx,3.01,0.27,0.67,0.0,0.0,1,3,0,0,False,1,Slovakia,0
ubytovaniekrakov.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,35,92,240,253,72,1,1,1,1,0,0,29405,200,None,3.68,0.42,0.53,0.0,0.0,2,2,0,0,False,1,Slovakia,0
hotelmostslavy.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,88,37,9,175,157,1,1,1,1,0,0,51013,200,openresty,3.45,0.29,0.65,0.0,0.0,1,4,0,0,False,7,Slovakia,0
hotelbrix.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,34,37,9,175,155,1,1,1,1,0,0,51013,200,openresty,3.58,0.25,0.67,0.0,0.0,1,3,0,0,False,5,Slovakia,0
skimakov.sk,"WebHouse, s.r.o.",4.0,3.0,None,0,82,208,46,3,1,1,1,1,0,1,15685,200,Microsoft-IIS/10.0,2.85,0.27,0.64,0.0,0.0,1,2,0,0,False,1,Czechia,0
odcitadela.sk,"WebHouse, s.r.o.",4.0,2.0,None,40,86,110,243,51,1,1,1,1,0,1,29405,200,Apache,3.39,0.38,0.54,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelmagnus.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,44,37,9,175,179,1,1,1,1,0,0,51013,200,openresty,3.66,0.29,0.64,0.0,0.0,1,2,0,0,False,5,Slovakia,0
bedminton.sk,VÁDIUM - IT s.r.o.,4.0,3.0,Let's Encrypt,57,212,57,34,210,1,1,1,1,1,0,48689,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,False,6,Slovakia,0
