Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
vodeko.sk,"Slovanet, a. s.",4.0,3.0,None,0,773614577,1,1,1,0,0,197019,200,Apache,2.73,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
trapstartricko.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,75,1746228300,2,0,0,0,0,13335,403,cloudflare,3.18,0.24,0.71,0.0,0.0,1,3,0,0,False,16,False,False,Canada,1
samorin.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,70,1450111780,1,1,1,0,1,29405,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
oncloudtenisky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,49,3304430048,1,0,0,0,0,41564,200,Apache,3.62,0.35,0.59,0.0,0.0,2,3,0,0,False,16,True,False,Slovakia,1
digitalnaznamka-rakusko.sk,InterNetX GmbH,4.0,3.0,None,0,3110607899,1,0,1,0,0,206281,200,Apache/2.4.6 (CentOS),3.72,0.35,0.58,0.0,0.04,1,2,0,1,False,25,False,False,The Netherlands,1
vasa-slovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,4,1296984067,1,1,1,0,1,15685,200,nginx,3.15,0.29,0.59,0.0,0.06,1,3,0,1,False,16,True,False,Czechia,1
balcarpolansky.sk,"INTERNET CZ, a.s.",4.0,3.0,None,49,3641753460,1,0,0,0,0,43541,200,Apache/2.4.57 (Debian),3.45,0.29,0.65,0.0,0.0,1,3,0,0,False,16,False,False,Czechia,0
baubuild.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,88,621391804,1,1,1,0,0,51013,200,openresty,3.1,0.36,0.55,0.0,0.0,2,2,0,0,False,10,False,False,Slovakia,0
hotelborik.sk,Websupport s.r.o.,4.0,3.0,None,80,621391749,1,1,1,0,0,51013,200,openresty,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
garwood.sk,"WEDOS Internet, a.s.",4.0,3.0,Let's Encrypt,67,1310198762,1,0,1,0,0,43541,200,nginx,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Czechia,1
biovitae.sk,BiznisWeb s.r.o.,4.0,3.0,Let's Encrypt,85,1403517191,1,1,1,1,1,24971,200,Apache,3.28,0.45,0.45,0.0,0.0,2,2,0,0,False,10,False,False,Czechia,0
basetols.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,61,1542460480,1,1,1,0,0,59939,200,nginx,3.03,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,The Netherlands,1
kvizmajster.sk,Marian Illéš-DELPHINE COMPUTERS & SOFTWARE STUDIO,4.0,4.0,Let's Encrypt,48,1833606193,1,1,1,0,1,29405,200,Apache,3.52,0.21,0.71,0.0,0.0,1,3,0,0,False,13,False,False,Slovakia,0
bauholz.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,68,3283483190,1,1,1,0,1,48689,200,nginx,3.32,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Slovakia,0
druzbahotel.sk,Websupport s.r.o.,4.0,2.0,Sectigo Limited,119,621391747,1,1,1,0,0,51013,200,openresty,3.81,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
kavoviny.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,60,3111082080,1,1,1,0,0,51013,200,Pixi,3.1,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Hungary,0
nike-sk.sk,Gransy s.r.o.,4.0,3.0,None,0,3304094202,1,0,0,0,0,41564,0,None,2.65,0.2,0.6,0.0,0.1,1,2,0,1,False,9,False,True,None,1
diadorabratislava.sk,NETIM,4.0,3.0,Google Trust Services,87,1746221459,2,0,0,0,0,13335,403,cloudflare,3.34,0.4,0.55,0.0,0.0,2,2,0,0,False,19,True,False,Canada,1
tamarislovenskos.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,16,3304430027,1,0,0,0,0,41564,200,Apache,3.51,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Slovakia,1
rekuperacianamieru.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,82,521079460,1,1,1,0,0,25234,200,nginx,3.43,0.48,0.48,0.0,0.0,2,2,0,0,False,20,True,False,Czechia,0
bauhaus.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,51,1745961848,5,1,1,0,1,13335,200,cloudflare,2.72,0.4,0.5,0.0,0.0,2,2,0,0,False,9,False,False,Canada,0
oc-danubia.sk,"SEAL IT Services, s.r.o.",4.0,3.0,Let's Encrypt,32,1442371701,1,1,1,0,1,5578,200,Apache,3.55,0.38,0.46,0.0,0.08,2,2,0,1,False,12,False,False,Slovakia,0
ice-casino-slovensko.sk,Key-Systems GmbH,3.0,3.0,Google Trust Services,65,1746224407,2,0,0,0,0,13335,403,cloudflare,3.45,0.35,0.52,0.0,0.09,1,3,0,1,False,22,True,False,Canada,1
znalecky-posudok-cena.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,43,521079495,1,1,1,0,0,25234,200,nginx,3.8,0.33,0.54,0.0,0.08,1,2,0,1,False,23,False,False,Czechia,1
euronics.sk,"INTERNET CZ, a.s.",4.0,2.0,Let's Encrypt,86,3107704893,1,1,1,0,1,43541,200,nginx,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,10,False,False,Czechia,0
skechersslovakia.sk,Websupport s.r.o.,4.0,3.0,None,0,621391627,1,1,1,0,0,51013,200,openresty,3.37,0.32,0.63,0.0,0.0,2,4,0,0,False,18,True,False,Slovakia,1
puma-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,52,2665349646,1,0,0,0,0,63119,200,Apache,3.57,0.29,0.59,0.0,0.06,1,3,0,1,False,16,True,False,United States,1
cementarka.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,37,1559297294,1,1,1,0,0,29405,200,None,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
liptovskyhradok.sk,"Fibris, s. r. o.",4.0,4.0,Let's Encrypt,85,1383588041,1,0,1,0,0,5578,200,Apache,3.68,0.28,0.67,0.0,0.0,1,3,0,0,False,17,False,False,Slovakia,0
azet.sk,Ringier Slovakia Media s.r.o.,4.0,1.0,Sectigo Limited,360,1542141005,1,1,1,0,1,57788,200,None,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
b-diamond.sk,"INTERNET CZ, a.s.",4.0,2.0,None,0,1359135561,1,0,1,0,0,24806,200,Apache,3.42,0.25,0.58,0.0,0.08,2,2,0,1,False,11,False,False,Czechia,0
baroma.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,65,1360997496,1,1,1,1,1,24971,403,nginx,2.95,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
bazant-zajac.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,23,621391773,1,1,1,0,0,51013,200,openresty,3.24,0.27,0.6,0.0,0.07,1,2,0,1,False,14,False,False,Slovakia,0
horskyhotel-eva.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,78,621391749,1,1,1,0,0,51013,200,openresty,3.61,0.33,0.56,0.0,0.06,1,3,0,1,False,17,False,False,Slovakia,0
fredperry-sk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,61,2665349673,1,0,0,0,0,63119,200,Apache,3.19,0.2,0.67,0.0,0.07,1,2,0,1,False,14,False,True,United States,1
skivitanova.sk,"DSI DATA, a. s.",4.0,3.0,Let's Encrypt,68,621391773,1,1,1,0,1,51013,200,openresty,3.09,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
hothot.sk,Websupport s.r.o.,3.0,3.0,None,71,621391812,1,1,1,0,0,51013,200,openresty,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,1
ellesseslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,44,1746225352,2,0,0,0,0,13335,403,cloudflare,2.76,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Canada,1
belickova.sk,THR Systems a.s.,4.0,1.0,Let's Encrypt,55,1051227202,1,1,1,0,0,5578,200,Apache,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
columbia-slovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,78,2665349645,1,0,0,0,0,63119,200,Apache,3.75,0.33,0.57,0.0,0.05,2,3,0,1,False,20,True,False,United States,1
oroglass.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,23,621391803,1,1,1,0,0,51013,200,openresty,2.85,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
benatcentrum.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,83,621391813,1,1,1,0,0,51013,200,nginx/1.24.0 (Ubuntu),3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Slovakia,0
hotelkaskady.sk,Speedweb s. r. o.,4.0,3.0,Let's Encrypt,69,1258440267,1,1,1,1,1,16509,200,None,3.32,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,United States,0
marinakovacova.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,55,1450111985,1,1,1,1,1,29405,200,Apache,3.26,0.41,0.53,0.0,0.0,1,2,0,0,False,16,False,False,Slovakia,0
bencik.sk,Websupport s.r.o.,4.0,3.0,None,17,621391772,1,1,1,0,0,51013,200,openresty,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
the-north-face.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,33,3304240022,1,0,0,0,0,58065,200,Apache,3.62,0.24,0.59,0.0,0.12,1,3,0,1,False,16,False,False,South Africa,1
zivekasino.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,82,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),3.24,0.38,0.54,0.0,0.0,1,2,0,0,False,12,True,False,Czechia,1
balgas.sk,EuroNET Slovakia s.r.o.,4.0,3.0,Let's Encrypt,53,3587669101,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
hotelmladost.sk,SIXNET internet technologies s.r.o.,4.0,1.0,Let's Encrypt,63,1091927063,1,1,1,0,0,24940,200,Apache,3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,14,False,False,Finland,0
hotel-green.sk,"DSI DATA, a. s.",4.0,3.0,Google Trust Services,75,1746223016,2,1,1,0,1,13335,200,cloudflare,3.47,0.29,0.57,0.0,0.07,2,2,0,1,False,13,False,False,Canada,0
benat-atmos.sk,"WebHouse, s.r.o.",4.0,3.0,None,79,786818609,1,1,1,0,1,29405,200,Apache,3.38,0.29,0.57,0.0,0.07,1,2,0,1,False,13,False,False,Slovakia,0
najploty.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,71,621391771,1,1,1,0,0,51013,200,openresty,3.46,0.27,0.64,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
hotelimpiq.sk,KIOS a.s.,4.0,3.0,Let's Encrypt,30,621391795,1,1,1,0,1,51013,200,openresty,3.55,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
kosice-autoskola.sk,"INTERNET CZ, a.s.",4.0,1.0,Let's Encrypt,67,3112274482,1,0,1,0,0,24806,200,Apache,3.39,0.42,0.47,0.0,0.05,2,2,0,1,False,18,False,False,Czechia,0
vavakademy.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,20,621391804,1,1,1,0,0,51013,200,openresty,3.03,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
balonom.sk,"MaM multimedia, s.r.o.",4.0,2.0,Let's Encrypt,41,1833606496,1,1,1,1,1,29405,200,nginx,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
bardcomp.sk,"Slovanet, a. s.",4.0,3.0,None,0,1833603476,1,1,1,0,1,29405,200,Apache,3.46,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
quiksilver-europe.sk,MarkMonitor International Limited,4.0,3.0,None,0,52529952,1,0,0,0,0,16509,200,cloudflare,3.58,0.4,0.5,0.0,0.05,2,2,0,1,False,19,True,False,Canada,1
euba.sk,"WEDOS Internet, a.s.",4.0,3.0,GEANT Vereniging,148,3243736323,1,1,1,0,1,2607,200,nginx/1.26.2,2.81,0.43,0.43,0.0,0.0,2,2,0,0,False,6,False,False,Slovakia,0
podmaz.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,83,2892585516,1,1,1,0,0,63949,200,nginx/1.18.0 (Ubuntu),3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Germany,0
experts.blog.pravda.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,160,3108101156,1,0,0,0,0,48689,200,Apache/2.4.52 (Ubuntu),3.79,0.23,0.64,0.0,0.0,1,3,0,0,False,21,False,False,Slovakia,1
bruel.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,199,1359135548,1,1,1,0,1,24806,200,Microsoft-IIS/10.0,3.0,0.25,0.62,0.0,0.0,2,2,0,0,False,7,False,False,Czechia,0
venumslovensko.sk,Gransy s.r.o.,4.0,2.0,Google Trust Services,53,1746219009,7,0,0,0,0,13335,200,cloudflare,3.22,0.29,0.65,0.0,0.0,1,3,0,0,False,16,True,False,Canada,1
louboutinvypredaj.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,39,3304430020,1,0,0,0,0,41564,200,Apache,4.12,0.4,0.55,0.0,0.0,2,2,0,0,False,19,True,False,Slovakia,1
kastielbetliar.sk,"Webglobe, a.s.",4.0,3.0,None,21,3560513608,1,1,1,0,1,48689,200,nginx,3.26,0.35,0.59,0.0,0.0,2,2,0,0,False,16,False,False,Slovakia,0
tesco.sk,MarkMonitor International Limited,4.0,2.0,Sectigo Limited,331,400178972,1,1,1,1,1,16625,0,None,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,United States,0
versacebratislava.sk,NETIM,4.0,3.0,ZeroSSL,61,3304074694,1,0,0,0,0,41564,403,Apache/2,3.38,0.35,0.6,0.0,0.0,1,2,0,0,False,19,True,False,Poland,1
oclaugaricio.sk,"ACTIVE 24, s.r.o.",4.0,2.0,Let's Encrypt,82,773614254,1,1,1,0,0,197019,200,Apache,3.37,0.47,0.47,0.0,0.0,2,2,0,0,False,14,False,False,Czechia,0
pocar.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,33,1489424875,1,1,1,0,0,24940,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Germany,0
hugobossvypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,59,3304430060,1,0,0,0,0,41564,200,Apache,3.89,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Slovakia,1
beasy.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,41,1559297321,1,1,1,0,0,29405,200,None,2.75,0.38,0.5,0.0,0.0,2,2,0,0,False,7,False,False,Slovakia,0
adidasunderwear.sk,Corporation Service Company (DBS) GmbH,4.0,3.0,"GoDaddy.com, Inc.",162,52527806,2,0,0,0,0,16509,200,None,3.31,0.39,0.56,0.0,0.0,2,2,0,0,False,17,False,False,Canada,1
gumenaobuv.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,40,1360995606,1,1,1,0,1,24971,200,openresty,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,12,True,False,Czechia,0
autoskolakozel.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,60,3283482669,1,1,1,1,1,48689,200,nginx,3.18,0.41,0.53,0.0,0.0,2,2,0,0,False,16,False,False,Slovakia,0
mojetopanky.sk,AB Name ISP,3.0,2.0,Google Trust Services,76,1746219757,2,1,1,0,0,13335,200,cloudflare,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,13,True,False,Canada,1
kosicezapad.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,86,1383588041,1,1,1,0,0,5578,200,Apache,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
penzionfesi.sk,BUSINESS SOLUTION s.r.o.,4.0,3.0,Let's Encrypt,63,1442351444,1,1,1,0,1,5578,200,Apache,3.24,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Slovakia,0
slais.sk,Websupport s.r.o.,4.0,2.0,None,0,1359145720,1,1,1,0,0,24806,200,Microsoft-IIS/10.0,2.41,0.25,0.62,0.0,0.0,2,2,0,0,False,7,False,False,Czechia,0
staralubovna.sk,"Netix Solutions, s. r. o.",4.0,3.0,Let's Encrypt,74,773613910,1,1,1,0,1,197019,200,Apache,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,14,False,False,Czechia,0
battery.sk,"Platon Technologies, s.r.o.",4.0,3.0,Let's Encrypt,79,624559605,1,1,1,1,1,28952,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
bershkask.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,42,2665349653,1,0,0,0,0,63119,200,Apache,2.79,0.17,0.75,0.0,0.0,1,4,0,0,False,11,False,True,United States,1
tvservis-za.sk,"INTERNET CZ, a.s.",4.0,3.0,None,0,1359135556,1,0,1,0,0,24806,200,Apache,3.32,0.21,0.64,0.0,0.07,1,3,0,1,False,13,False,False,Czechia,0
hotel-karpatia.sk,"INTERNET CZ, a.s.",4.0,1.0,DigiCert Inc,41,1442380298,1,1,1,0,0,5578,200,Apache,3.57,0.35,0.53,0.0,0.06,2,2,0,1,False,16,False,False,Slovakia,0
badko.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,84,3283482890,1,1,1,1,1,48689,200,nginx,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
velky-krtis.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,85,1383588041,1,1,1,0,1,5578,200,Apache,3.32,0.21,0.64,0.0,0.07,1,3,0,1,False,13,False,False,Slovakia,0
fisjasna.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,57,86243401,1,1,1,1,1,8972,500,Apache,2.85,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,France,0
klu-druzba.sk,"Proxis, spol. s r.o.",4.0,3.0,Let's Encrypt,64,1369595139,1,1,1,1,0,57606,200,nginx,3.39,0.23,0.62,0.0,0.08,1,2,0,1,False,12,False,False,Slovakia,0
bartech.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,49,621391805,1,1,1,0,1,51013,200,openresty,3.32,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
hotelartin.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,32,621391771,1,1,1,0,1,51013,200,openresty,3.55,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
drbronner.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,73,621391772,1,1,1,0,0,51013,200,openresty,3.02,0.17,0.75,0.0,0.0,1,4,0,0,False,11,False,False,Slovakia,0
ockorzo.sk,"Webglobe, a.s.",4.0,1.0,Let's Encrypt,50,966371158,1,1,1,1,1,8075,200,nginx,2.65,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Netherlands,0
hoteldalia.sk,"WebHouse, s.r.o.",4.0,3.0,None,75,786818605,1,1,1,0,1,29405,0,Apache,3.39,0.38,0.54,0.0,0.0,2,2,0,0,False,12,False,False,Slovakia,0
hubertnz.sk,"Visible Promotion, s.r.o.",4.0,3.0,Let's Encrypt,28,621391749,1,1,1,0,0,51013,200,openresty,3.46,0.18,0.73,0.0,0.0,1,4,0,0,False,10,False,False,Slovakia,0
babautodoprava.sk,"PEGO Slovakia, s.r.o.",4.0,2.0,None,65,3585441830,1,1,1,0,1,43653,200,Apache,3.38,0.41,0.53,0.0,0.0,2,2,0,0,False,16,False,False,Slovakia,0
ovp.sk,"DSI DATA, a. s.",4.0,3.0,None,17,621391772,1,1,1,0,1,51013,200,openresty,2.58,0.17,0.67,0.0,0.0,1,2,0,0,False,5,False,False,Slovakia,0
bergsport.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,77,1442349349,3,1,1,0,0,5578,200,None,3.25,0.17,0.75,0.0,0.0,1,4,0,0,False,11,False,False,Slovakia,0
bajzik.sk,"WebHouse, s.r.o.",4.0,3.0,None,385,1450111785,1,1,1,0,1,29405,200,Apache,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
bauimpex.sk,"Webglobe, a.s.",4.0,2.0,Let's Encrypt,20,3560513608,1,1,1,1,1,48689,200,nginx,3.46,0.36,0.55,0.0,0.0,3,2,0,0,False,10,False,False,Slovakia,0
converseoutlet.sk,NETIM,4.0,2.0,ZeroSSL,61,3304567966,1,0,0,0,0,41564,403,Apache/2,3.45,0.35,0.59,0.0,0.0,3,2,0,0,False,16,True,False,Poland,1
expresnyposudok.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Let's Encrypt,58,521079298,1,1,1,0,0,25234,200,nginx,3.46,0.33,0.61,0.0,0.0,1,3,0,0,False,17,False,False,Czechia,1
jahodna.sk,Websupport s.r.o.,4.0,4.0,Let's Encrypt,64,621391748,1,1,1,0,1,51013,200,openresty,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
topankyvibram.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,71,1755318814,1,0,0,0,0,48950,200,Apache,3.75,0.31,0.62,0.0,0.0,1,2,0,0,False,15,True,False,United States,1
zladiera.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,32,621391803,1,1,1,0,0,51013,200,openresty,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,10,False,False,Slovakia,0
kupsito.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,46,2890109761,2,1,1,0,0,13335,0,None,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,True,False,Canada,1
hnonline.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,54,2890115775,2,1,1,0,0,13335,200,cloudflare,3.03,0.27,0.64,0.0,0.0,1,2,0,0,False,10,True,False,Canada,0
medzilaborce-urad.sk,"WEBY GROUP, s.r.o.",4.0,2.0,Let's Encrypt,85,1383588041,1,1,1,0,1,5578,200,Apache,3.92,0.35,0.55,0.0,0.05,1,2,0,1,False,19,False,False,Slovakia,0
jioshare1.sk10kk.dns-dynamic.net,PDR Ltd. d/b/a PublicDomainRegistry.com,4.0,4.0,Google Trust Services,86,2890018638,2,0,0,0,0,13335,500,cloudflare,4.09,0.25,0.53,0.09,0.03,2,3,2,1,False,31,False,False,Canada,1
hokatopanky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,39,3304405123,1,0,0,0,0,58065,200,Apache,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,13,True,False,Spain,1
supremeslovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,87,2783395864,1,0,0,0,0,48950,200,Apache,3.37,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Germany,1
converse-vypredaj.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,56,2783388701,1,0,0,0,0,41564,200,Apache,3.78,0.3,0.6,0.0,0.05,1,2,0,1,False,19,True,False,United Kingdom,1
drmax.sk,Safenames Ltd,4.0,3.0,Let's Encrypt,85,1746010421,2,1,1,0,1,13335,403,cloudflare,3.0,0.12,0.75,0.0,0.0,1,3,0,0,False,7,False,False,Canada,0
opalisko.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,38,1450111966,1,1,1,0,1,29405,200,Apache,2.91,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Slovakia,0
odcitadela.sk,"WebHouse, s.r.o.",4.0,2.0,None,385,1450111795,1,1,1,0,1,29405,200,Apache,3.39,0.38,0.54,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
beriss.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,23,621391812,1,1,1,0,0,51013,200,openresty,2.64,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
bellaelektro.sk,"Webglobe, s.r.o.",4.0,2.0,Let's Encrypt,32,1047369483,1,1,1,1,1,29134,200,nginx,3.14,0.33,0.6,0.0,0.0,2,3,0,0,False,14,False,False,Czechia,0
miminkovo.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,ZeroSSL,55,3108035365,1,1,1,0,0,43541,200,nginx,2.92,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Czechia,0
arcteryx-slovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,65,1746215070,2,0,0,0,0,13335,200,cloudflare,3.78,0.29,0.62,0.0,0.05,1,3,0,1,False,20,True,False,Canada,1
quicktaxi.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,36,621391749,1,1,1,0,0,51013,200,openresty,3.25,0.33,0.58,0.0,0.0,2,3,0,0,False,11,False,False,Slovakia,0
bardenergy.sk,"Proxis, spol. s r.o.",4.0,3.0,Let's Encrypt,88,1369595142,1,1,1,1,0,57606,200,nginx,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
palladiumobuv.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,47,2890120616,2,0,0,0,0,13335,200,cloudflare,3.62,0.38,0.56,0.0,0.0,2,2,0,0,False,15,True,False,Canada,1
hotelturiec.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,12,621391797,1,1,1,0,0,51013,200,openresty,3.52,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Slovakia,0
barrister.sk,"Webglobe, a.s.",4.0,3.0,None,21,3283482831,1,1,1,1,1,48689,200,nginx,3.02,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
mobilneriesenia.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,71,621391804,1,1,1,0,0,51013,200,openresty,3.42,0.44,0.5,0.0,0.0,2,2,0,0,False,17,False,False,Slovakia,0
enviroregister.sk,"Webglobe, a.s.",4.0,3.0,None,21,3283482776,1,1,1,1,1,48689,200,nginx,3.29,0.35,0.59,0.0,0.0,1,2,0,0,False,16,False,False,Slovakia,0
bauder.sk,Key-Systems GmbH,4.0,1.0,Let's Encrypt,61,633995879,1,1,1,0,0,15817,200,Apache,3.17,0.33,0.56,0.0,0.0,2,2,0,0,False,8,False,False,Germany,0
bsschool.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,66,1559297283,1,1,1,0,0,29405,200,None,2.85,0.18,0.73,0.0,0.0,2,5,0,0,False,10,False,False,Slovakia,0
