Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
hotelboboty.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,53,336089177,1,1,1,0,0,8075,200,None,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Netherlands,0
101drogeria.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,39,621391811,1,1,1,0,0,51013,200,openresty,3.52,0.29,0.43,0.21,0.0,2,2,3,0,False,13,False,False,Slovakia,0
kuptesiauto.sk,Gransy s.r.o.,4.0,2.0,None,32,1482060658,1,0,1,0,0,39392,200,Apache/2.2.22 (Debian),3.24,0.43,0.5,0.0,0.0,3,2,0,0,False,13,True,False,Czechia,1
efkoeshop.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,50,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),2.92,0.33,0.58,0.0,0.0,2,2,0,0,False,11,True,False,Czechia,1
paypal.legitalk.sk,Speedweb s. r. o.,4.0,3.0,Let's Encrypt,58,1833606406,1,0,0,0,0,29405,200,nginx,3.31,0.33,0.56,0.0,0.0,2,2,0,0,False,17,False,False,Slovakia,1
benedoor.sk,EuroNET Slovakia s.r.o.,4.0,2.0,Let's Encrypt,64,621391749,1,1,1,0,0,51013,200,openresty,3.1,0.36,0.55,0.0,0.0,2,2,0,0,False,10,False,False,Slovakia,0
bagreal.sk,"WebHouse, s.r.o.",4.0,1.0,None,385,1450111794,1,1,1,0,1,29405,0,None,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,9,False,False,Slovakia,0
hi-tecslovensko.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,34,3304430022,1,0,0,0,0,41564,200,Apache,3.57,0.28,0.61,0.0,0.06,1,3,0,1,False,17,True,False,Slovakia,1
roznava.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,7,773614468,1,1,1,0,1,197019,200,Apache,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
caterpillartopanky.sk,Gransy s.r.o.,4.0,2.0,Google Trust Services,86,2890110638,2,0,0,0,0,13335,200,cloudflare,3.69,0.33,0.62,0.0,0.0,1,2,0,0,False,20,True,False,Canada,1
stopbyrokracii.sk,Národná agentúra pre sieťové a elektronické služby,4.0,3.0,Sectigo Limited,106,621391804,1,1,1,0,0,51013,200,openresty,3.5,0.35,0.59,0.0,0.0,2,2,0,0,False,16,False,False,Slovakia,0
baribal.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,73,1360994733,1,1,1,1,1,24971,200,Apache/2.4.63 (Ubuntu),2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
beaart.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,74,786817253,1,1,1,0,1,29405,200,Apache,2.95,0.33,0.56,0.0,0.0,3,2,0,0,False,8,False,False,Slovakia,0
rychlelikes.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,31,2890109677,2,1,1,1,1,13335,200,cloudflare,3.24,0.29,0.64,0.0,0.0,1,3,0,0,False,13,False,False,Canada,1
bastard.sk,"Webglobe, s.r.o.",4.0,3.0,Let's Encrypt,89,3107705628,1,1,1,1,1,43541,200,nginx,2.92,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
benssro.sk,"SETICA, spol. s r. o.",4.0,3.0,Let's Encrypt,87,1450111978,1,1,1,0,1,29405,403,None,2.85,0.2,0.7,0.0,0.0,1,4,0,0,False,9,False,False,Slovakia,0
hotelelizabeth.sk,DELNET s.r.o.,4.0,3.0,Google Trust Services,56,1746210817,7,1,1,0,1,13335,200,cloudflare,3.45,0.35,0.59,0.0,0.0,1,2,0,0,False,16,False,False,Canada,0
puma-sk.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,35,3304430053,1,0,0,0,0,41564,200,Apache,2.92,0.2,0.6,0.0,0.1,1,2,0,1,False,9,False,True,Slovakia,1
kupele-lucky.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,173,621391796,1,1,1,0,1,51013,200,openresty,3.19,0.33,0.53,0.0,0.07,1,2,0,1,False,14,True,False,Slovakia,0
b-gap.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,51,1559297503,1,1,1,0,0,29405,200,None,3.0,0.12,0.62,0.0,0.12,1,2,0,1,False,7,False,False,Slovakia,0
psalon.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,None,0,1559297392,1,1,1,0,0,29405,200,None,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
baranik.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,73,1746223092,2,1,1,0,0,13335,200,cloudflare,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Canada,0
rightdeal.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,82,2342695896,1,1,1,0,1,63949,200,Apache,3.58,0.25,0.67,0.0,0.0,2,4,0,0,False,11,False,False,Germany,1
skechersakcia.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,32,1746229577,2,0,0,0,0,13335,403,cloudflare,3.03,0.31,0.62,0.0,0.0,2,2,0,0,False,15,False,False,Canada,1
beca.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,56,1450111793,1,1,1,0,1,29405,200,Apache,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
hotelsquash.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,33,1559297294,1,1,1,0,0,29405,200,None,3.32,0.29,0.64,0.0,0.0,2,3,0,0,False,13,False,False,Slovakia,0
bahai.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,81,1450111796,1,1,1,0,1,29405,200,Apache,2.75,0.38,0.5,0.0,0.0,2,2,0,0,False,7,False,False,Slovakia,0
napapijrislovensko.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,74,2665349668,1,0,0,0,0,63119,200,Apache,3.59,0.33,0.62,0.0,0.0,1,3,0,0,False,20,True,False,United States,1
bbtrading.sk,Ing. Tomáš Spurný - T - com,4.0,3.0,None,0,1389365061,1,0,1,1,0,15685,200,None,3.42,0.17,0.75,0.0,0.0,1,4,0,0,False,11,False,False,Czechia,0
banchem.sk,zoom it s. r. o.,4.0,3.0,Let's Encrypt,61,1450107141,1,1,1,0,0,29405,200,Apache,3.32,0.2,0.7,0.0,0.0,1,3,0,0,False,9,False,False,Slovakia,0
anekkesk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,56,2890106606,2,0,0,0,0,13335,200,cloudflare,2.37,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,True,Canada,1
bendula.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,59,1359007336,1,1,1,0,0,15685,200,nginx,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
cityhotelpark.sk,"DSI DATA, a. s.",4.0,3.0,Google Trust Services,75,2890111461,2,1,1,0,1,13335,200,cloudflare,3.75,0.31,0.62,0.0,0.0,1,2,0,0,False,15,False,False,Canada,0
ladivasalon.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,75,3248704777,1,1,1,1,1,29405,200,nginx,3.18,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
lornajane-slovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,80,1746226569,2,0,0,0,0,13335,200,cloudflare,3.45,0.32,0.59,0.0,0.05,1,3,0,1,False,21,True,False,Canada,1
hotelgrand.sk,"Webglobe, a.s.",4.0,3.0,DigiCert Inc,281,3645054529,1,1,1,1,1,5578,200,nginx,3.7,0.23,0.69,0.0,0.0,1,3,0,0,False,12,False,False,Slovakia,0
ocmax.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,68,621391771,1,1,1,0,1,51013,200,openresty,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
nosicetazne.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,50,3266727637,1,0,1,0,1,24806,200,nginx,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Czechia,0
ssos365.sk,"WebCreators, s. r. o.",3.0,3.0,None,31,3248704789,1,1,1,1,1,29405,404,nginx,2.52,0.1,0.5,0.3,0.0,1,2,3,0,False,9,False,False,Slovakia,1
growni.sk,Websupport s.r.o.,4.0,3.0,Google Trust Services,86,2539979203,2,1,1,0,0,54113,200,Google Frontend,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,United States,0
datart.sk,"ACTIVE 24, s.r.o.",4.0,3.0,Alpiro s.r.o.,338,3111322034,1,1,1,1,1,43541,200,None,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
bartanet.sk,ZONER s.r.o.,4.0,4.0,Let's Encrypt,55,3231867146,1,1,1,1,0,42000,200,Apache,3.1,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
maxinn.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,32,3107705727,1,1,1,1,0,43541,200,nginx,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Czechia,0
michaelkorssk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,64,3304430032,1,0,0,0,0,41564,200,Apache,3.41,0.25,0.69,0.0,0.0,2,4,0,0,False,15,False,True,Slovakia,1
bdz.sk,Websupport s.r.o.,4.0,1.0,Let's Encrypt,46,621391771,1,1,1,0,0,51013,200,openresty,2.58,0.0,0.83,0.0,0.0,0,3,0,0,False,5,False,False,Slovakia,0
bbexpo.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,67,786820744,1,1,1,0,1,29405,200,nginx,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
trapstar.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,34,3304449540,1,0,0,0,0,58065,200,Apache,2.73,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Germany,1
jalta.sk,Websupport s.r.o.,4.0,3.0,None,0,1482930988,1,1,1,0,0,24940,503,Microsoft-IIS/10.0,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Germany,0
speedoslovensko.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,33,3304144699,1,0,0,0,0,41564,200,Apache,3.09,0.33,0.61,0.0,0.0,2,3,0,0,False,17,True,False,United Kingdom,1
booho.sk,"ACTIVE 24, s.r.o.",4.0,3.0,None,0,2728364086,2,1,1,0,0,13335,409,cloudflare,2.41,0.38,0.5,0.0,0.0,2,2,0,0,False,7,False,False,Canada,1
hotelbratislava.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,26,621391773,1,1,1,0,1,51013,200,openresty,3.57,0.33,0.61,0.0,0.0,1,3,0,0,False,17,True,False,Slovakia,0
oktip.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,DigiCert Inc,145,1559297321,1,1,1,0,0,29405,200,None,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
nvgtnsk.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,32,2783395876,1,0,0,0,0,48950,200,Apache,2.72,0.0,0.9,0.0,0.0,0,7,0,0,False,9,False,True,Germany,1
bytca.sk,"Slovanet, a. s.",4.0,3.0,Let's Encrypt,86,786820905,1,1,1,0,1,29405,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
stahovacia-sluzba-orava.sk,"WebHouse, s.r.o.",4.0,1.0,None,385,1450111956,1,1,1,0,1,29405,200,Apache,3.69,0.38,0.5,0.0,0.08,2,2,0,1,False,25,False,False,Slovakia,0
sered.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,84,787115366,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
hokaoneonepredaj.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,55,3301206736,1,0,0,0,0,41564,200,Apache,3.43,0.42,0.53,0.0,0.0,2,2,0,0,False,18,False,False,Latvia,1
gigastore.sk,Tool Domains Ltd.,3.0,3.0,Let's Encrypt,71,1742780157,1,1,1,1,1,133618,200,None,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,True,False,United States,1
povazska-bystrica.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,85,1383588041,1,1,1,0,1,5578,200,Apache,3.75,0.3,0.6,0.0,0.05,1,3,0,1,False,19,False,False,Slovakia,0
babolna-bio.sk,"WEBY GROUP, s.r.o.",4.0,4.0,None,0,3645052472,1,1,1,0,1,5578,200,Framer/978f767,3.18,0.36,0.5,0.0,0.07,2,2,0,1,False,13,False,False,Slovakia,0
susene.sk,"WebCreators, s. r. o.",4.0,3.0,Let's Encrypt,50,1559297283,1,1,1,0,0,29405,200,None,2.42,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
batea.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,50,621391771,1,1,1,0,0,51013,200,openresty,2.75,0.38,0.5,0.0,0.0,2,2,0,0,False,7,False,False,Slovakia,0
tuke.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,81,2481455987,1,1,1,0,0,2607,200,nginx,2.52,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
forumpoprad.sk,Websupport s.r.o.,4.0,3.0,Sectigo Limited,38,621391805,1,1,1,0,1,51013,200,openresty,3.38,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,0
abathingape.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,55,3304537261,1,0,0,0,0,41564,200,Apache,3.47,0.36,0.57,0.0,0.0,1,2,0,0,False,13,False,False,Canada,1
marcjacobssk.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,42,3304431292,1,0,0,0,0,58065,200,Apache,3.19,0.2,0.73,0.0,0.0,1,4,0,0,False,14,False,True,Romania,1
levi.sk,MarkMonitor International Limited,4.0,4.0,Let's Encrypt,60,2649124802,1,1,1,0,1,14061,200,xxxxxx,2.81,0.29,0.57,0.0,0.0,1,2,0,0,False,6,False,False,Germany,0
forbes.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,1.0,Google Trust Services,79,2890089971,3,1,1,0,1,13335,403,cloudflare,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Canada,0
bapetenisky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,43,3304405095,1,0,0,0,0,58065,200,Apache,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,13,True,False,Spain,1
sophiawebsterbratislava.sk,NETIM,4.0,3.0,ZeroSSL,37,3301233436,1,0,0,0,0,48950,403,nginx,3.7,0.35,0.62,0.0,0.0,2,3,0,0,False,25,True,False,Sweden,1
bauex.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,73,3560513560,1,1,1,1,1,48689,200,nginx,3.0,0.38,0.5,0.0,0.0,3,2,0,0,False,7,False,False,Slovakia,0
brmgroup.sk,"SWAN, a. s.",4.0,1.0,Let's Encrypt,85,621391747,1,1,1,0,0,51013,200,openresty,3.28,0.18,0.73,0.0,0.0,2,5,0,0,False,10,False,False,Slovakia,0
nbastoreonline.sk,Key-Systems GmbH,4.0,2.0,ZeroSSL,45,3304527906,1,1,1,0,0,41564,403,nginx,3.45,0.35,0.59,0.0,0.0,2,2,0,0,False,16,True,False,United States,1
hotel-preveza.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,79,621391797,1,1,1,0,0,51013,200,openresty,3.7,0.31,0.56,0.0,0.06,1,2,0,1,False,15,False,False,Slovakia,0
rossignol.sk,"Slovanet, a. s.",4.0,3.0,Let's Encrypt,77,1442349348,3,1,1,0,1,5578,200,None,3.02,0.25,0.67,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
gymsharkslovakia.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,32,1746235393,7,0,0,0,0,13335,200,cloudflare,3.5,0.32,0.63,0.0,0.0,2,4,0,0,False,18,True,False,Canada,1
nobulltenisky.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,60,2890120681,2,0,0,0,0,13335,200,cloudflare,3.5,0.31,0.62,0.0,0.0,1,3,0,0,False,15,True,False,Canada,1
nnormalsk.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,74,3304430047,1,0,0,0,0,41564,200,Apache,3.08,0.17,0.75,0.0,0.0,1,3,0,0,False,11,False,True,Slovakia,1
decathlonbratislava.sk,NETIM,4.0,3.0,ZeroSSL,82,3301228749,1,0,0,0,0,41564,403,Apache/2,3.82,0.32,0.64,0.0,0.0,1,3,0,0,False,21,True,False,Ireland,1
arkada.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,87,3645054525,1,1,1,1,1,5578,200,nginx,2.42,0.33,0.56,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
hotelkalix.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,46,3283482813,1,1,1,1,1,48689,200,nginx,3.39,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
snina.sk,"INTERNET CZ, a.s.",4.0,3.0,Let's Encrypt,39,1482057222,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Czechia,0
brooksslovensko.sk,Gransy s.r.o.,4.0,4.0,Let's Encrypt,72,3301229999,1,0,0,0,0,41564,200,Apache,3.02,0.28,0.67,0.0,0.0,2,4,0,0,False,17,True,False,Ireland,1
nixonhodinkybratislava.sk,NETIM,4.0,3.0,ZeroSSL,55,3301230621,1,0,0,0,0,41564,403,nginx,3.83,0.36,0.6,0.0,0.0,1,2,0,0,False,24,True,False,Finland,1
bentel-ke.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,64,621391771,1,1,1,0,0,51013,200,openresty,3.02,0.25,0.58,0.0,0.08,1,2,0,1,False,11,False,False,Slovakia,0
hotellomy.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,81,621391797,1,1,1,0,1,51013,200,openresty,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,0
bernoli.sk,Websupport s.r.o.,4.0,1.0,Sectigo Limited,316,621391773,1,1,1,0,0,51013,200,openresty,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
cryptominer.sk,Websupport s.r.o.,3.0,3.0,None,71,621391813,1,1,1,0,0,51013,200,openresty,3.66,0.29,0.64,0.0,0.0,1,2,0,0,False,13,False,False,Slovakia,1
bauhaus-bb.sk,"Webglobe, a.s.",4.0,4.0,None,0,3560513723,1,1,1,1,1,48689,0,None,2.87,0.31,0.54,0.0,0.08,2,2,0,1,False,12,False,False,Slovakia,0
nine-casino-sk.sk,Gransy s.r.o.,4.0,3.0,Google Trust Services,37,2890108103,2,0,0,0,0,13335,200,cloudflare,3.18,0.29,0.53,0.0,0.12,1,2,0,1,False,16,True,True,Canada,1
stropkov.sk,"WEBY GROUP, s.r.o.",4.0,3.0,Let's Encrypt,86,1383588041,1,1,1,0,1,5578,200,Apache,2.91,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,False,Slovakia,0
arkadia.sk,"Slovanet, a. s.",4.0,3.0,None,52,3273408614,1,1,1,0,0,8778,200,Apache,2.65,0.4,0.5,0.0,0.0,2,2,0,0,False,9,False,False,Slovakia,0
palacehotelpolom.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,34,621391771,1,1,1,0,0,51013,200,openresty,3.43,0.37,0.58,0.0,0.0,1,2,0,0,False,18,False,False,Slovakia,0
annafieldtopanky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,58,2665349670,1,0,0,0,0,63119,200,Apache,3.64,0.37,0.58,0.0,0.0,2,3,0,0,False,18,True,False,United States,1
ecco-slovakia.sk,Gransy s.r.o.,3.0,3.0,Let's Encrypt,87,3304430066,1,0,0,0,0,41564,200,Apache,3.38,0.38,0.5,0.0,0.06,2,2,0,1,False,15,True,False,Slovakia,1
hotelsomka.sk,"Webglobe, a.s.",4.0,3.0,Let's Encrypt,42,1403595628,1,1,1,1,1,20773,200,Apache,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Germany,0
malacky.sk,"WebHouse, s.r.o.",4.0,3.0,Let's Encrypt,76,3111082071,1,1,1,1,1,51013,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Hungary,0
candaslovensko.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,57,2890110605,2,0,0,0,0,13335,200,cloudflare,3.34,0.29,0.65,0.0,0.0,1,3,0,0,False,16,True,False,Canada,1
bagpack.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,77,621391797,1,1,1,0,0,51013,200,openresty,2.92,0.2,0.7,0.0,0.0,1,2,0,0,False,9,False,False,Slovakia,0
asicssk.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,78,2783395869,1,0,0,0,0,48950,200,Apache,2.32,0.2,0.7,0.0,0.0,1,4,0,0,False,9,False,True,Germany,1
benconsult.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,2.0,None,0,1559297352,1,1,1,0,0,29405,200,None,3.39,0.23,0.69,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
andreabelicova.sk,"WebHouse, s.r.o.",4.0,3.0,None,385,1450111786,1,1,1,0,1,29405,200,Apache,3.69,0.41,0.53,0.0,0.0,2,3,0,0,False,16,False,False,Slovakia,0
zlavyvsk.sk,Gransy s.r.o.,4.0,2.0,Let's Encrypt,57,1310199456,1,0,0,0,0,43541,404,nginx,2.91,0.18,0.73,0.0,0.0,1,3,0,0,False,10,False,True,Czechia,1
kabelkypenazenky.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,56,3115275594,1,1,1,0,0,44984,200,Apache,3.26,0.37,0.58,0.0,0.0,1,2,0,0,False,18,False,False,Czechia,1
baktoma.sk,Websupport s.r.o.,4.0,3.0,ZeroSSL,84,3108035365,1,1,1,0,1,43541,200,nginx,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,9,False,False,Czechia,0
nalia.sk,"ACTIVE 24, s.r.o.",4.0,2.0,None,0,521079397,1,1,1,0,1,25234,200,nginx,2.75,0.38,0.5,0.0,0.0,2,2,0,0,False,7,False,False,Czechia,1
domjedomov.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,Let's Encrypt,49,1559297294,1,1,1,0,0,29405,200,None,3.03,0.31,0.62,0.0,0.0,1,2,0,0,False,12,False,False,Slovakia,0
hotel-yasmin.sk,"SWAN, a. s.",4.0,3.0,Let's Encrypt,33,1761105664,1,1,1,0,1,14061,200,Apache,3.77,0.33,0.53,0.0,0.07,2,2,0,1,False,14,False,False,The Netherlands,0
basetoool.sk,Gransy s.r.o.,4.0,3.0,Let's Encrypt,61,1542460480,1,1,1,0,0,59939,200,nginx,3.02,0.42,0.5,0.0,0.0,3,2,0,0,False,11,False,False,The Netherlands,1
barcodes.sk,"ACTIVE 24, s.r.o.",4.0,4.0,Google Trust Services,85,2890121303,2,1,1,0,1,13335,403,cloudflare,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,10,False,False,Canada,0
gaspsk.sk,Gransy s.r.o.,3.0,3.0,Google Trust Services,37,2890114950,2,0,0,0,0,13335,403,cloudflare,2.42,0.11,0.78,0.0,0.0,1,4,0,0,False,8,False,True,Canada,1
twinsspecialslovensko.sk,Gransy s.r.o.,4.0,1.0,Let's Encrypt,61,3301205291,1,0,0,0,0,48950,200,Apache,3.6,0.29,0.67,0.0,0.0,2,4,0,0,False,23,True,False,Sweden,1
jazerokosice.sk,EXO TECHNOLOGIES spol. s r.o.,4.0,3.0,DigiCert Inc,156,1559297311,1,1,1,0,0,29405,200,None,3.37,0.4,0.53,0.0,0.0,1,2,0,0,False,14,False,False,Slovakia,0
barapama.sk,"INTERNET CZ, a.s.",4.0,3.0,Actalis S.p.A.,237,3112274492,1,0,1,0,0,24806,200,Apache,2.73,0.36,0.55,0.0,0.0,1,2,0,0,False,10,False,False,Czechia,0
futurewin.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,35,621391805,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,11,False,False,Slovakia,1
danskobratislava.sk,NETIM,4.0,3.0,ZeroSSL,29,3304537331,1,0,0,0,0,41564,403,Apache/2,3.47,0.32,0.63,0.0,0.0,1,3,0,0,False,18,True,False,Canada,1
vrutky.sk,DATACOM.EU s.r.o.,4.0,2.0,Let's Encrypt,70,1383588041,1,1,1,0,1,5578,200,Apache,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,8,False,False,Slovakia,0
bachledka.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,66,822991589,1,1,1,0,1,24940,200,nginx,3.25,0.25,0.67,0.0,0.0,1,3,0,0,False,11,False,False,Germany,0
funshoes.sk,"WebHouse, s.r.o.",3.0,3.0,Google Trust Services,76,2890122287,2,0,0,0,0,13335,403,cloudflare,3.03,0.27,0.64,0.0,0.0,2,3,0,0,False,10,True,False,Canada,1
hotelbowgarden.sk,"Webglobe, a.s.",4.0,3.0,None,21,3645054725,1,1,1,1,1,5578,200,nginx,3.85,0.29,0.65,0.0,0.0,1,2,0,0,False,16,False,False,Slovakia,0
apple-store.sk,Gransy s.r.o.,4.0,3.0,None,74,1356058053,1,0,1,0,0,24806,200,Apache/2.4.52 (Ubuntu),3.38,0.29,0.57,0.0,0.07,1,3,0,1,False,13,True,False,Czechia,1
lowaobuv.sk,NETIM,4.0,3.0,Let's Encrypt,54,2783396234,1,0,0,0,0,48950,200,Apache,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,10,True,False,Germany,1
banik.sk,Websupport s.r.o.,4.0,3.0,Let's Encrypt,43,3108101244,1,1,1,0,0,48689,200,None,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
pulso.sk,Websupport s.r.o.,4.0,2.0,Let's Encrypt,11,621391771,1,1,1,0,0,51013,200,openresty,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,Slovakia,0
hotel-west.sk,"ELBIA, s. r. o.",4.0,3.0,Let's Encrypt,36,786820452,1,1,1,0,1,29405,200,RANDOM,3.24,0.23,0.62,0.0,0.08,1,2,0,1,False,12,False,False,Slovakia,0
zasielkonos.sk,Gransy s.r.o.,2.0,2.0,Google Trust Services,46,1746219009,7,0,0,0,0,13335,200,cloudflare,3.18,0.36,0.57,0.0,0.0,2,2,0,0,False,13,False,False,Canada,1
senec.sk,"SOFTNET plus, spol. s r.o.",4.0,3.0,Let's Encrypt,48,861622675,1,1,1,0,0,16276,200,None,2.5,0.25,0.62,0.0,0.0,1,2,0,0,False,7,False,False,France,0
minv.sk,"Slovak Telekom, a.s.",4.0,3.0,Disig a.s.,16,3578893835,1,1,1,0,0,6855,200,Apache,2.81,0.14,0.71,0.0,0.0,1,2,0,0,False,6,False,False,Slovakia,0
